EmployeeID,Sum of EnvironmentSatisfaction,JobSatisfaction,ManagerRating,PerformanceID,Sum of RelationshipSatisfaction,Year,Quarter,Month,Day,Sum of SelfRating,Sum of TrainingOpportunitiesTaken,Sum of TrainingOpportunitiesWithinYear,Sum of WorkLifeBalance
88B8-EB84,5,3,4,PR2935,5,2019,Qtr 1,March,19,4,2,1,4
88B8-EB84,3,4,2,PR4779,4,2021,Qtr 1,March,18,3,0,2,5
88B8-EB84,3,4,4,PR572,5,2015,Qtr 1,March,20,4,1,1,5
88B8-EB84,3,4,5,PR1005,2,2016,Qtr 1,March,19,5,1,3,4
88B8-EB84,5,5,4,PR3795,5,2020,Qtr 1,March,18,4,1,2,5
88B8-EB84,5,5,4,PR5848,2,2022,Qtr 1,March,18,5,0,1,3
8941-0BAC,3,4,3,PR1400,4,2017,Qtr 1,January,11,4,0,3,3
89A6-7EF1,3,3,2,PR5592,4,2022,Qtr 1,January,2,3,1,3,2
89A6-7EF1,3,4,5,PR3575,2,2020,Qtr 1,January,3,5,0,3,5
89A6-7EF1,3,5,2,PR4537,5,2021,Qtr 1,January,2,3,0,2,5
89A6-7EF1,4,5,4,PR2738,4,2019,Qtr 1,January,3,5,2,2,2
8A18-9075,2,4,3,PR6643,2,2022,Qtr 4,December,9,4,0,1,4
8A40-C85A,3,2,4,PR4045,5,2020,Qtr 2,June,9,5,2,3,3
8A40-C85A,3,3,3,PR3150,4,2019,Qtr 2,June,10,4,1,2,2
8A40-C85A,3,3,5,PR696,5,2015,Qtr 2,June,11,5,0,1,2
8A40-C85A,4,4,2,PR6139,5,2022,Qtr 2,June,9,3,0,2,3
8A40-C85A,3,4,5,PR2383,3,2018,Qtr 2,June,10,5,2,1,4
8A40-C85A,4,5,4,PR1156,2,2016,Qtr 2,June,10,5,0,2,5
8A40-C85A,5,5,4,PR1718,2,2017,Qtr 2,June,10,5,1,3,2
8A40-C85A,3,5,4,PR5048,3,2021,Qtr 2,June,9,4,1,2,5
8A5B-3D6E,5,2,3,PR998,5,2016,Qtr 1,March,15,3,2,2,4
8A5B-3D6E,3,2,4,PR1544,1,2017,Qtr 1,March,15,4,2,3,3
8A5B-3D6E,3,3,3,PR565,5,2015,Qtr 1,March,16,3,2,1,3
8A5B-3D6E,4,4,2,PR2189,2,2018,Qtr 1,March,15,3,3,2,5
8A6B-AD5C,3,2,2,PR1414,3,2017,Qtr 1,January,17,3,0,3,5
8A6B-AD5C,4,2,2,PR468,3,2015,Qtr 1,January,18,3,0,2,4
8A6B-AD5C,5,2,3,PR4583,3,2021,Qtr 1,January,16,3,1,1,2
8A6B-AD5C,3,3,4,PR21,2,2013,Qtr 1,January,18,4,2,3,5
8A6B-AD5C,5,4,2,PR175,5,2014,Qtr 1,January,18,3,3,2,5
8A6B-AD5C,2,4,2,PR5642,2,2022,Qtr 1,January,16,3,2,2,2
8A6B-AD5C,4,4,5,PR2769,5,2019,Qtr 1,January,17,5,3,2,2
8A6B-AD5C,5,5,3,PR2044,5,2018,Qtr 1,January,17,4,1,1,3
8A6B-AD5C,5,5,4,PR3615,3,2020,Qtr 1,January,17,5,1,1,3
8A6B-AD5C,4,5,4,PR881,2,2016,Qtr 1,January,18,5,0,2,3
8AAD-FAFB,5,2,2,PR1429,5,2017,Qtr 1,January,23,3,2,2,2
8AAD-FAFB,4,2,3,PR28,3,2013,Qtr 1,January,24,3,0,3,2
8AAD-FAFB,4,3,2,PR2059,4,2018,Qtr 1,January,23,3,1,1,2
8AAD-FAFB,5,3,2,PR4603,5,2021,Qtr 1,January,22,3,0,1,4
8AAD-FAFB,3,4,5,PR2786,3,2019,Qtr 1,January,23,5,1,3,3
8AAD-FAFB,4,4,5,PR893,2,2016,Qtr 1,January,24,5,0,2,5
8AAD-FAFB,4,5,2,PR3634,3,2020,Qtr 1,January,23,3,1,1,3
8AAD-FAFB,3,5,4,PR476,3,2015,Qtr 1,January,24,4,1,1,2
8AAD-FAFB,3,5,4,PR5663,4,2022,Qtr 1,January,22,4,2,1,2
8AAD-FAFB,5,5,5,PR183,2,2014,Qtr 1,January,24,5,1,1,4
8ACE-C5CE,4,2,4,PR2864,5,2019,Qtr 1,February,22,5,0,2,5
8ACE-C5CE,3,3,5,PR949,5,2016,Qtr 1,February,23,5,0,2,4
8ACE-C5CE,5,4,2,PR1492,3,2017,Qtr 1,February,22,3,2,3,3
8ACE-C5CE,3,4,2,PR2130,2,2018,Qtr 1,February,22,3,0,2,5
8ACE-C5CE,3,4,2,PR3719,4,2020,Qtr 1,February,22,3,1,2,4
8ACE-C5CE,4,4,3,PR4693,5,2021,Qtr 1,February,21,4,0,1,3
8ACE-C5CE,3,4,4,PR5758,4,2022,Qtr 1,February,21,5,0,2,4
8B79-18F1,2,1,3,PR3208,3,2019,Qtr 3,July,8,4,0,1,4
8B79-18F1,5,2,4,PR5122,5,2021,Qtr 3,July,7,4,1,2,4
8B79-18F1,5,3,4,PR1187,5,2016,Qtr 3,July,8,4,1,3,3
8B79-18F1,4,3,4,PR2427,4,2018,Qtr 3,July,8,5,2,1,5
8B79-18F1,4,3,4,PR6222,5,2022,Qtr 3,July,7,5,0,1,3
8B79-18F1,5,3,4,PR722,5,2015,Qtr 3,July,9,4,1,2,3
8B79-18F1,4,4,2,PR1758,2,2017,Qtr 3,July,8,3,2,3,2
8B79-18F1,3,4,3,PR4113,5,2020,Qtr 3,July,7,4,1,3,2
8B79-18F1,4,5,4,PR364,5,2014,Qtr 3,July,9,5,2,2,4
8BAB-B4A6,3,2,3,PR2771,2,2019,Qtr 1,January,17,3,0,3,2
8BAB-B4A6,4,2,4,PR1416,4,2017,Qtr 1,January,17,5,1,3,3
8BAB-B4A6,3,2,4,PR3617,4,2020,Qtr 1,January,17,4,2,3,3
8BAB-B4A6,3,3,3,PR470,2,2015,Qtr 1,January,18,4,2,2,3
8BAB-B4A6,5,4,3,PR177,3,2014,Qtr 1,January,18,3,0,3,3
8BAB-B4A6,3,4,4,PR23,4,2013,Qtr 1,January,18,5,2,3,3
8BAB-B4A6,5,5,2,PR883,2,2016,Qtr 1,January,18,3,2,2,4
8BAB-B4A6,5,5,4,PR2046,3,2018,Qtr 1,January,17,5,0,2,5
8BCA-723F,5,2,5,PR4816,5,2021,Qtr 1,March,29,5,0,1,2
8BCA-723F,4,4,2,PR2963,4,2019,Qtr 1,March,30,3,1,2,2
8BCA-723F,5,4,3,PR1569,3,2017,Qtr 1,March,30,4,2,2,2
8BCA-723F,3,4,3,PR2219,2,2018,Qtr 1,March,30,4,0,1,2
8BCA-723F,4,4,5,PR5891,5,2022,Qtr 1,March,29,5,0,3,5
8BCA-723F,3,5,2,PR3828,2,2020,Qtr 1,March,29,3,2,1,4
8C57-8F84,5,2,3,PR1906,3,2017,Qtr 4,October,28,3,1,3,2
8C57-8F84,3,2,4,PR3433,2,2019,Qtr 4,October,28,5,0,2,5
8C57-8F84,5,2,4,PR5409,5,2021,Qtr 4,October,27,5,3,3,4
8C57-8F84,3,3,3,PR6523,4,2022,Qtr 4,October,27,4,1,2,2
8C57-8F84,2,3,4,PR2614,2,2018,Qtr 4,October,28,5,1,3,1
8C57-8F84,5,4,3,PR4373,4,2020,Qtr 4,October,27,3,2,2,4
8C57-8F84,3,4,4,PR1293,4,2016,Qtr 4,October,28,5,2,1,2
8C57-8F84,4,5,3,PR410,4,2014,Qtr 4,October,29,4,2,2,4
8C57-8F84,5,5,4,PR789,3,2015,Qtr 4,October,29,4,0,1,2
8CC3-0C6A,3,2,2,PR867,3,2016,Qtr 1,January,11,3,1,2,5
8CC3-0C6A,4,3,5,PR455,2,2015,Qtr 1,January,11,5,0,2,2
8CF6-3079,4,3,3,PR1448,2,2017,Qtr 1,February,2,4,0,2,3
8CF6-3079,4,3,3,PR4628,2,2021,Qtr 1,February,1,4,0,1,3
8CF6-3079,5,3,4,PR3658,4,2020,Qtr 1,February,2,5,1,3,4
8CF6-3079,4,4,3,PR2080,3,2018,Qtr 1,February,2,3,2,1,3
8CF6-3079,5,4,3,PR5690,3,2022,Qtr 1,February,1,4,1,3,2
8CF6-3079,3,4,3,PR910,5,2016,Qtr 1,February,3,3,1,2,5
8CF6-3079,3,5,2,PR490,3,2015,Qtr 1,February,3,3,2,2,3
8CF6-3079,5,5,3,PR38,3,2013,Qtr 1,February,3,4,2,3,4
8CF6-3079,4,5,4,PR195,5,2014,Qtr 1,February,3,5,3,3,2
8CF6-3079,3,5,4,PR2809,2,2019,Qtr 1,February,2,4,0,1,4
8D34-EBDF,5,2,2,PR1415,5,2017,Qtr 1,January,17,3,3,2,5
8D34-EBDF,5,2,3,PR469,3,2015,Qtr 1,January,18,4,0,1,5
8D34-EBDF,5,2,4,PR22,2,2013,Qtr 1,January,18,4,1,3,2
8D34-EBDF,5,3,2,PR176,5,2014,Qtr 1,January,18,3,1,2,5
8D34-EBDF,5,3,2,PR2045,2,2018,Qtr 1,January,17,3,0,3,4
8D34-EBDF,5,3,3,PR3616,5,2020,Qtr 1,January,17,3,1,3,3
8D34-EBDF,2,4,2,PR5643,2,2022,Qtr 1,January,16,3,0,2,1
8D34-EBDF,3,4,4,PR4584,4,2021,Qtr 1,January,16,4,1,3,5
8D34-EBDF,4,5,4,PR2770,2,2019,Qtr 1,January,17,5,0,1,5
8D34-EBDF,4,5,4,PR882,4,2016,Qtr 1,January,18,5,2,3,2
8DA7-0090,5,2,3,PR5376,4,2021,Qtr 4,October,14,3,0,3,3
8DA7-0090,5,2,4,PR6490,3,2022,Qtr 4,October,14,4,1,1,5
8DA7-0090,3,4,2,PR3404,2,2019,Qtr 4,October,15,3,2,2,5
8DA7-0090,3,4,2,PR4339,4,2020,Qtr 4,October,14,3,1,3,2
8DA7-0090,4,5,3,PR2593,3,2018,Qtr 4,October,15,4,3,3,2
8DB6-5FC6,4,4,4,PR4408,4,2020,Qtr 4,November,8,5,2,3,3
8DB6-5FC6,3,5,4,PR5449,4,2021,Qtr 4,November,8,4,0,2,3
8E5B-CBBF,5,2,4,PR4485,5,2020,Qtr 4,December,17,4,0,2,5
8E5B-CBBF,3,3,3,PR3530,2,2019,Qtr 4,December,18,3,0,1,3
8E5B-CBBF,5,3,4,PR2701,3,2018,Qtr 4,December,18,4,2,3,2
8E5B-CBBF,4,3,4,PR6664,2,2022,Qtr 4,December,17,4,0,2,2
8E5B-CBBF,5,5,3,PR5536,3,2021,Qtr 4,December,17,3,0,3,4
8EA4-9179,4,1,4,PR4845,1,2021,Qtr 2,April,8,4,1,3,2
8EA4-9179,4,3,2,PR3855,3,2020,Qtr 2,April,8,3,1,3,3
8EA4-9179,4,3,3,PR5922,4,2022,Qtr 2,April,8,4,1,2,4
8EA4-9179,3,4,3,PR2984,4,2019,Qtr 2,April,9,4,1,1,3
8EA4-9179,5,5,2,PR2238,2,2018,Qtr 2,April,9,3,1,2,5
8EAF-4F79,4,3,4,PR4194,5,2020,Qtr 3,August,5,5,0,3,4
8EAF-4F79,5,3,4,PR6316,5,2022,Qtr 3,August,5,4,1,2,4
8EAF-4F79,3,4,2,PR5211,4,2021,Qtr 3,August,5,3,0,3,5
8EAF-4F79,4,4,5,PR3285,2,2019,Qtr 3,August,6,5,2,2,2
8EBD-B3E8,4,3,4,PR656,2,2015,Qtr 2,May,10,4,0,2,4
8EBD-B3E8,3,4,3,PR1100,3,2016,Qtr 2,May,9,4,1,2,3
8ED3-4377,3,2,2,PR1471,2,2017,Qtr 1,February,11,3,1,1,5
8ED3-4377,5,2,5,PR2106,3,2018,Qtr 1,February,11,5,0,1,2
8ED3-4377,5,3,3,PR5725,4,2022,Qtr 1,February,10,3,0,2,2
8ED3-4377,4,4,3,PR3689,2,2020,Qtr 1,February,11,3,0,1,3
8ED3-4377,4,5,2,PR2837,3,2019,Qtr 1,February,11,3,3,1,4
8ED3-4377,4,5,4,PR4662,4,2021,Qtr 1,February,10,4,0,2,2
8ED3-4377,4,5,4,PR929,2,2016,Qtr 1,February,12,4,1,3,2
8EE9-E86D,4,1,4,PR5700,3,2022,Qtr 1,February,3,4,1,1,1
8EE9-E86D,5,2,2,PR3666,3,2020,Qtr 1,February,4,3,0,3,3
8EE9-E86D,3,2,2,PR41,4,2013,Qtr 1,February,5,3,1,2,4
8EE9-E86D,3,2,3,PR4638,1,2021,Qtr 1,February,3,4,2,1,3
8EE9-E86D,3,4,3,PR2816,3,2019,Qtr 1,February,4,4,1,1,3
8EE9-E86D,3,4,4,PR2087,3,2018,Qtr 1,February,4,5,1,3,5
8EE9-E86D,4,4,5,PR915,4,2016,Qtr 1,February,5,5,2,2,5
8EE9-E86D,5,5,3,PR1455,2,2017,Qtr 1,February,4,3,1,3,2
8EE9-E86D,5,5,3,PR495,4,2015,Qtr 1,February,5,3,3,2,5
8EE9-E86D,4,5,4,PR199,5,2014,Qtr 1,February,5,4,1,2,2
8EF9-CECD,4,3,3,PR5616,3,2022,Qtr 1,January,8,4,1,3,3
8EF9-CECD,3,5,2,PR4558,4,2021,Qtr 1,January,8,3,0,1,5
8F38-A4DD,1,1,2,PR4786,1,2021,Qtr 1,March,20,3,0,2,3
8F38-A4DD,4,2,2,PR3801,5,2020,Qtr 1,March,20,3,1,3,5
8F38-A4DD,3,3,4,PR2941,5,2019,Qtr 1,March,21,4,0,1,2
8F38-A4DD,3,4,4,PR5855,3,2022,Qtr 1,March,20,4,1,3,5
8F78-4A32,5,3,3,PR5304,4,2021,Qtr 3,September,11,3,1,3,5
8F78-4A32,3,3,4,PR4277,2,2020,Qtr 3,September,11,5,2,1,3
8F78-4A32,3,4,5,PR3350,3,2019,Qtr 3,September,12,5,3,1,2
8F78-4A32,3,5,3,PR2545,5,2018,Qtr 3,September,12,3,0,1,5
8F78-4A32,3,5,3,PR6410,5,2022,Qtr 3,September,11,3,0,3,5
8F7F-015D,4,1,5,PR3435,4,2019,Qtr 4,October,29,5,2,2,2
8F7F-015D,4,2,3,PR4376,2,2020,Qtr 4,October,28,4,2,3,5
8F7F-015D,5,3,4,PR6527,4,2022,Qtr 4,October,28,5,1,2,5
8F7F-015D,5,4,2,PR2616,2,2018,Qtr 4,October,29,3,0,3,3
8F7F-015D,5,4,3,PR5413,2,2021,Qtr 4,October,28,4,0,1,2
8FB2-4CE0,4,2,2,PR217,4,2014,Qtr 1,February,21,3,2,2,2
8FB2-4CE0,4,2,3,PR56,5,2013,Qtr 1,February,21,4,0,2,3
8FB2-4CE0,5,2,5,PR5748,3,2022,Qtr 1,February,19,5,2,3,5
8FB2-4CE0,5,3,4,PR3711,3,2020,Qtr 1,February,20,4,1,1,4
8FB2-4CE0,4,4,3,PR2123,2,2018,Qtr 1,February,20,3,1,2,5
8FB2-4CE0,5,4,4,PR4685,5,2021,Qtr 1,February,19,4,1,2,5
8FB2-4CE0,3,5,3,PR1485,2,2017,Qtr 1,February,20,3,0,2,2
8FB2-4CE0,3,5,3,PR518,4,2015,Qtr 1,February,21,3,0,3,2
8FB2-4CE0,4,5,4,PR2856,2,2019,Qtr 1,February,20,5,0,3,2
8FB2-4CE0,4,5,5,PR942,2,2016,Qtr 1,February,21,5,2,2,4
8FD9-AA59,4,2,2,PR94,4,2013,Qtr 2,April,1,3,1,1,2
8FD9-AA59,5,2,3,PR4818,5,2021,Qtr 1,March,30,4,1,3,2
8FD9-AA59,5,2,4,PR1024,5,2016,Qtr 1,March,31,5,1,1,2
8FD9-AA59,4,2,5,PR1571,3,2017,Qtr 1,March,31,5,0,1,2
8FD9-AA59,3,2,5,PR3830,3,2020,Qtr 1,March,30,5,2,1,3
8FD9-AA59,3,3,2,PR5893,4,2022,Qtr 1,March,30,3,3,2,3
8FD9-AA59,4,3,3,PR2221,5,2018,Qtr 1,March,31,3,1,3,4
8FD9-AA59,5,3,4,PR2964,5,2019,Qtr 1,March,31,4,0,2,3
8FD9-AA59,5,4,3,PR271,4,2014,Qtr 2,April,1,4,0,3,2
8FD9-AA59,4,4,4,PR588,2,2015,Qtr 2,April,1,5,0,3,2
8FF0-0F7A,3,2,5,PR2363,3,2018,Qtr 2,May,30,5,1,3,4
8FF0-0F7A,3,3,3,PR6105,3,2022,Qtr 2,May,29,4,1,1,4
8FF0-0F7A,5,3,5,PR5019,5,2021,Qtr 2,May,29,5,1,3,2
8FF0-0F7A,4,4,4,PR4018,2,2020,Qtr 2,May,29,5,1,1,2
8FF0-0F7A,5,5,2,PR3127,5,2019,Qtr 2,May,30,3,0,2,5
9071-14B2,4,4,2,PR4855,2,2021,Qtr 2,April,10,3,1,1,2
9071-14B2,4,5,4,PR5933,5,2022,Qtr 2,April,10,5,0,1,2
9075-A294,3,2,5,PR5287,2,2021,Qtr 3,September,2,5,0,1,5
9075-A294,3,3,2,PR4262,4,2020,Qtr 3,September,2,3,1,3,2
9075-A294,3,3,3,PR3338,3,2019,Qtr 3,September,3,4,1,3,5
9075-A294,4,3,3,PR6392,2,2022,Qtr 3,September,2,3,0,1,5
9085-1FE8,3,2,4,PR5343,2,2021,Qtr 3,September,27,4,1,3,4
9085-1FE8,2,2,5,PR6449,2,2022,Qtr 3,September,27,5,2,2,4
9085-1FE8,3,3,3,PR2565,3,2018,Qtr 3,September,28,4,1,1,4
9085-1FE8,4,4,3,PR773,2,2015,Qtr 3,September,29,3,3,2,3
9085-1FE8,3,4,5,PR1266,4,2016,Qtr 3,September,28,5,1,2,3
9085-1FE8,4,5,4,PR4311,5,2020,Qtr 3,September,27,5,0,1,3
9085-1FE8,4,5,5,PR1866,3,2017,Qtr 3,September,28,5,1,2,4
9085-1FE8,5,5,5,PR3375,5,2019,Qtr 3,September,28,5,1,1,3
90C4-1053,3,5,2,PR6166,4,2022,Qtr 2,June,17,3,1,2,3
90EB-28D4,3,2,2,PR6230,3,2022,Qtr 3,July,8,3,1,3,3
90EB-28D4,4,2,4,PR4121,4,2020,Qtr 3,July,8,4,2,2,3
90EB-28D4,3,3,4,PR5129,2,2021,Qtr 3,July,8,5,1,2,4
90EB-69E4,5,2,3,PR6481,4,2022,Qtr 4,October,11,3,0,3,2
90EB-69E4,4,3,4,PR5368,5,2021,Qtr 4,October,11,5,1,1,5
9112-D01B,5,2,4,PR6642,2,2022,Qtr 4,December,8,5,1,3,5
9169-FC4B,4,2,2,PR1677,5,2017,Qtr 2,May,20,3,0,2,5
9169-FC4B,3,2,3,PR3098,5,2019,Qtr 2,May,20,4,0,2,2
9169-FC4B,4,2,3,PR3986,2,2020,Qtr 2,May,19,4,0,3,5
9169-FC4B,3,2,4,PR2338,2,2018,Qtr 2,May,20,4,1,1,3
9169-FC4B,4,4,2,PR673,2,2015,Qtr 2,May,21,3,2,3,4
9169-FC4B,4,4,4,PR341,4,2014,Qtr 2,May,21,5,0,3,2
9169-FC4B,4,4,5,PR1122,3,2016,Qtr 2,May,20,5,0,1,3
9169-FC4B,4,5,2,PR146,5,2013,Qtr 2,May,21,3,1,2,4
9169-FC4B,3,5,2,PR6070,3,2022,Qtr 2,May,19,3,1,3,5
9169-FC4B,3,5,3,PR4986,3,2021,Qtr 2,May,19,3,1,2,2
91C6-564B,3,3,5,PR2371,3,2018,Qtr 2,June,1,5,1,1,3
920B-7B40,4,2,4,PR5973,2,2022,Qtr 2,April,22,4,1,3,3
920B-7B40,3,3,3,PR4894,2,2021,Qtr 2,April,22,4,0,2,5
920B-7B40,4,3,5,PR2278,5,2018,Qtr 2,April,23,5,0,2,4
920B-7B40,3,4,4,PR3902,3,2020,Qtr 2,April,22,5,2,2,3
920B-7B40,3,5,2,PR3024,5,2019,Qtr 2,April,23,3,1,2,4
924E-1035,4,3,2,PR5979,5,2022,Qtr 2,April,23,3,2,1,4
924E-1035,5,3,3,PR3909,5,2020,Qtr 2,April,23,3,1,1,5
924E-1035,3,4,2,PR4901,3,2021,Qtr 2,April,23,3,0,3,1
924E-1035,4,5,5,PR3030,2,2019,Qtr 2,April,24,5,1,3,3
9283-E971,3,2,4,PR4213,2,2020,Qtr 3,August,13,4,1,1,2
9283-E971,5,4,4,PR6340,4,2022,Qtr 3,August,13,5,1,1,4
9283-E971,5,5,4,PR5234,5,2021,Qtr 3,August,13,4,1,3,3
9360-3A68,2,2,3,PR5478,3,2021,Qtr 4,November,20,3,0,2,1
9360-3A68,3,3,5,PR6596,3,2022,Qtr 4,November,20,5,1,3,4
9360-3A68,4,4,3,PR2660,3,2018,Qtr 4,November,21,3,2,1,3
9360-3A68,3,4,3,PR3484,5,2019,Qtr 4,November,21,3,1,3,4
9360-3A68,5,5,4,PR4433,2,2020,Qtr 4,November,20,5,3,2,5
9385-321B,5,2,3,PR2297,4,2018,Qtr 2,May,2,3,0,1,3
9385-321B,5,5,2,PR3050,4,2019,Qtr 2,May,2,3,2,3,3
939F-2461,3,2,3,PR4473,4,2020,Qtr 4,December,10,3,1,3,2
93B1-6510,1,1,4,PR4718,4,2021,Qtr 1,February,28,4,2,1,1
93B1-6510,5,2,4,PR2885,4,2019,Qtr 1,March,1,4,0,2,3
93B1-6510,3,4,3,PR3739,5,2020,Qtr 1,February,29,4,1,3,5
93B1-6510,4,5,4,PR2150,3,2018,Qtr 1,March,1,4,0,3,3
93B1-6510,3,5,5,PR5783,3,2022,Qtr 1,February,28,5,1,1,4
9412-7AA6,4,3,3,PR5884,4,2022,Qtr 1,March,27,3,1,1,2
9412-7AA6,4,5,3,PR2958,2,2019,Qtr 1,March,28,4,1,3,3
9412-7AA6,4,5,3,PR3822,5,2020,Qtr 1,March,27,3,1,2,5
9412-7AA6,3,5,3,PR4811,2,2021,Qtr 1,March,27,3,1,1,3
9412-7AA6,4,5,5,PR2215,2,2018,Qtr 1,March,28,5,0,1,4
9461-9439,5,4,4,PR6068,5,2022,Qtr 2,May,18,4,1,2,3
9528-AA17,3,2,3,PR1615,3,2017,Qtr 2,April,21,4,3,3,2
9528-AA17,5,2,3,PR2270,2,2018,Qtr 2,April,21,4,1,2,5
9528-AA17,5,2,4,PR3016,2,2019,Qtr 2,April,21,4,0,2,3
9528-AA17,3,3,3,PR3894,2,2020,Qtr 2,April,20,3,1,1,4
9528-AA17,1,3,3,PR4886,3,2021,Qtr 2,April,20,4,2,3,3
9528-AA17,5,4,3,PR621,2,2015,Qtr 2,April,22,4,0,2,3
9528-AA17,5,5,3,PR5965,3,2022,Qtr 2,April,20,4,3,3,5
9528-AA17,3,5,5,PR1063,2,2016,Qtr 2,April,21,5,1,2,2
9536-9492,4,2,4,PR5596,2,2022,Qtr 1,January,2,5,1,2,2
9591-C955,5,2,4,PR3598,4,2020,Qtr 1,January,11,4,0,3,3
9591-C955,5,3,5,PR5621,2,2022,Qtr 1,January,10,5,0,1,3
9591-C955,4,4,4,PR4563,5,2021,Qtr 1,January,10,4,0,2,5
95CB-4E31,3,2,4,PR5084,5,2021,Qtr 2,June,23,5,1,1,4
95CB-4E31,5,2,4,PR6180,3,2022,Qtr 2,June,23,4,1,2,5
95CB-4E31,1,2,5,PR4080,2,2020,Qtr 2,June,23,5,0,3,2
95CB-4E31,5,3,3,PR2406,5,2018,Qtr 2,June,24,3,2,3,4
95CB-4E31,4,4,3,PR3179,5,2019,Qtr 2,June,24,3,2,3,2
95D7-1CE9,4,2,2,PR3851,3,2020,Qtr 2,April,7,3,0,3,5
95D7-1CE9,5,2,4,PR280,3,2014,Qtr 2,April,9,4,0,1,2
95D7-1CE9,3,3,2,PR1035,2,2016,Qtr 2,April,8,3,0,1,2
95D7-1CE9,5,4,2,PR2235,4,2018,Qtr 2,April,8,3,2,2,5
95D7-1CE9,3,4,3,PR2981,2,2019,Qtr 2,April,8,3,0,3,2
95D7-1CE9,4,4,3,PR4841,3,2021,Qtr 2,April,7,4,2,3,4
95D7-1CE9,4,4,4,PR1583,3,2017,Qtr 2,April,8,4,2,2,5
95D7-1CE9,3,4,4,PR599,3,2015,Qtr 2,April,9,4,0,1,5
95D7-1CE9,4,5,3,PR5918,3,2022,Qtr 2,April,7,4,0,3,4
95D8-5DC7,4,2,3,PR6274,4,2022,Qtr 3,July,20,4,1,2,3
95D8-5DC7,4,3,4,PR3248,5,2019,Qtr 3,July,21,5,1,1,4
95D8-5DC7,4,3,5,PR5171,3,2021,Qtr 3,July,20,5,0,1,3
95D8-5DC7,3,4,3,PR1788,1,2017,Qtr 3,July,21,3,0,3,3
95D8-5DC7,3,4,5,PR2462,3,2018,Qtr 3,July,21,5,2,3,4
95D8-5DC7,4,5,4,PR4156,2,2020,Qtr 3,July,20,5,1,1,5
95E0-CCA0,5,2,3,PR6312,5,2022,Qtr 3,August,3,3,0,1,2
95E0-CCA0,3,5,4,PR5208,5,2021,Qtr 3,August,3,5,1,3,4
9624-0464,3,2,4,PR5432,4,2021,Qtr 4,November,4,5,1,3,4
9624-0464,4,4,3,PR6546,5,2022,Qtr 4,November,4,4,1,1,3
9658-7750,3,2,3,PR2083,3,2018,Qtr 1,February,2,4,1,1,2
9658-7750,5,3,3,PR1451,2,2017,Qtr 1,February,2,4,3,2,3
9658-7750,5,3,3,PR3661,2,2020,Qtr 1,February,2,3,0,1,4
9658-7750,3,5,2,PR5693,4,2022,Qtr 1,February,1,3,0,1,5
9658-7750,5,5,3,PR2812,4,2019,Qtr 1,February,2,4,3,3,3
9658-7750,4,5,4,PR4631,5,2021,Qtr 1,February,1,5,2,3,3
9671-222C,4,5,4,PR5882,5,2022,Qtr 1,March,26,4,0,1,5
96F4-896C,3,3,3,PR3879,5,2020,Qtr 2,April,15,3,1,2,3
96F4-896C,5,3,4,PR3004,3,2019,Qtr 2,April,16,4,1,1,5
96F4-896C,5,4,2,PR5948,5,2022,Qtr 2,April,15,3,2,3,3
96F4-896C,5,4,5,PR1604,2,2017,Qtr 2,April,16,5,0,2,4
96F4-896C,5,5,2,PR1055,5,2016,Qtr 2,April,16,3,2,3,3
96F4-896C,4,5,4,PR2259,4,2018,Qtr 2,April,16,4,3,2,2
96F4-896C,5,5,4,PR4870,3,2021,Qtr 2,April,15,4,2,2,2
9723-FED9,3,4,3,PR1183,5,2016,Qtr 3,July,1,3,0,3,5
9723-FED9,5,4,3,PR363,5,2014,Qtr 3,July,2,4,1,1,4
9723-FED9,5,5,2,PR718,4,2015,Qtr 3,July,2,3,3,1,4
9727-BC84,4,2,4,PR1548,1,2017,Qtr 1,March,18,5,1,1,3
9727-BC84,4,3,3,PR1002,3,2016,Qtr 1,March,18,4,2,2,2
9727-BC84,4,3,3,PR2194,4,2018,Qtr 1,March,18,3,1,2,4
9727-BC84,4,3,5,PR4776,5,2021,Qtr 1,March,17,5,1,1,3
9727-BC84,5,3,5,PR5844,4,2022,Qtr 1,March,17,5,1,2,4
9727-BC84,4,4,3,PR254,4,2014,Qtr 1,March,19,4,1,1,5
9727-BC84,5,4,4,PR3792,4,2020,Qtr 1,March,17,4,0,1,3
9727-BC84,5,4,4,PR569,2,2015,Qtr 1,March,19,5,2,2,2
9727-BC84,3,5,2,PR83,3,2013,Qtr 1,March,19,3,2,3,5
9727-BC84,3,5,4,PR2932,2,2019,Qtr 1,March,18,5,0,1,5
9728-1A5B,3,2,4,PR4416,2,2020,Qtr 4,November,13,5,2,2,4
9728-1A5B,3,2,4,PR5460,3,2021,Qtr 4,November,13,4,1,3,4
9728-1A5B,4,3,3,PR1317,3,2016,Qtr 4,November,14,3,2,2,5
9728-1A5B,5,3,3,PR1938,4,2017,Qtr 4,November,14,4,0,2,5
9728-1A5B,5,4,4,PR804,3,2015,Qtr 4,November,15,5,1,3,4
9728-1A5B,5,5,2,PR3470,2,2019,Qtr 4,November,14,3,1,1,3
9728-1A5B,5,5,3,PR6573,3,2022,Qtr 4,November,13,4,1,2,5
9728-1A5B,5,5,4,PR2648,3,2018,Qtr 4,November,14,5,1,3,5
974D-9F8F,5,4,4,PR3603,4,2020,Qtr 1,January,13,4,1,3,5
